title,video_id,description,published_at,view_count,comment_count
【#賀瓏夜夜秀】欸！外役監,Juhe0XsyOV0,"宜蘭監獄的受刑人們，先不要申請假釋，等我明年去表演！

《#賀瓏夜夜秀》夜夜秀回來了，賀瓏回來了！
🎫 票券現正熱賣中 ➪ https://str.network/TNNSHYT
🔔 訂閱活動最新消息 ➪ https://str.network/rntnns

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜藍恩、德礎、老Ｋ
｜研究員｜陳庠佑、周孟璇
｜演員｜賀瓏
｜舞者｜韓吉、小白、彥甫、阿霖、冰火
｜剪輯｜卜帆
｜妝髮｜黑占寶號

音樂製作
｜作曲｜Suma
｜作詞｜Suma 
｜演唱｜Suma
｜混音｜Suma

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:10Z,1224037,1787
【#賀瓏夜夜秀】瑪卡瓏英雄｜廠商一次過 ft.許藍方博士 Dr. Gracie @DrGracie,SG_nO8-BDUQ,"能力越大，責任越大，下面越大。

﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 可樂研究社 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
#許藍方 博士親自研發 🥼
可樂研究社 @colaresearchclub 
獨家發售【極致黑G瑪卡】

\ 讓你擁有瑪卡瓏的天生神力 /
不論白天夜晚都能活力充沛 ✨

你也想變身瑪卡瓏嗎？
點擊下方連結，一起成為 maca Long
➠ https://colaresearchclubs.com/strmaca

《#賀瓏夜夜秀》夜夜秀回來了，賀瓏回來了！
🎫 票券現正熱賣中 ➪ https://str.network/TNNSHYT
🔔 訂閱活動最新消息 ➪ https://str.network/rntnns

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT

｜導演｜詹彬
｜製作人｜陳奕瑋
｜執行製作｜康家維、張致盈
｜編劇｜賀瓏、東區德
｜業務經理｜陳振彥

｜攝影｜詹彬
｜攝影助理｜康家維
｜剪輯｜詹彬

｜妝髮造型｜黑占寶號 
｜演出｜賀瓏、Lion、凱文、黃馨、東區德、周一凡、Tiny（胎尼）

｜特別演出｜許藍方

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:15Z,341619,390
【#賀瓏夜夜秀】#酸民百萬富翁｜曾博恩 @brianptseng,yaXS1JS3rpE,"某某嘴臉噁心，請問他對國家社會有什麼貢獻？
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集節目由 犀牛盾 贊助播出
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
慶祝亞洲最大購物盛事雙11購物節
超強防摔磁吸配件品牌犀牛盾
罕見祭出低至「7折」限時優惠，與你一同狂歡 🎉

📅 活動期間：即日起～本週日 11/12
▌優惠第一重 ✨
於犀牛盾官網選購任意商品超過 NT$1500
於結帳頁輸入【犀牛盾雙十一八折】輕鬆享「8折」優惠。

▌優惠第二重 ✨
無圖案類單品結帳金額滿$3000，輸入【犀牛盾雙十一七折】
可享有低至「7折」的超強折扣

千萬把握全年最猛優惠！
即刻入手 GRIP O 搭配MagSafe 手機殼
有感升級防摔磁吸配件 👉 https://url.rhinoshield.tw/strhello-d11 

⚠️ 單筆訂單限使用1組折扣碼，且7折優惠限適用於「無圖案商品」
若選擇有圖案商品建議與無圖案商品分為 2 筆各自下單湊滿額享有最划算折扣

《#賀瓏夜夜秀》夜夜秀回來了，賀瓏回來了！
🎫 票券現正熱賣中 ➪ https://str.network/TNNSHYT
🔔 訂閱活動最新消息 ➪ https://str.network/rntnns

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT

｜✨薩泰爾娛樂官網 近期新片✨｜
喬瑟夫 2023 《#河豚》單口喜劇巡迴 線上版
✸ 現在下單最划算 ➪ https://str.network/F03iy

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、曾博恩
｜剪輯｜強尼
｜動畫製作｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:37Z,1432837,767
【#賀瓏夜夜秀】中國配偶女子讚頌者｜吉尼丁 @jinnyding0106,4_eTFF98S7g,"快樂的中國姑娘在台灣。

《#賀瓏夜夜秀》夜夜秀回來了，賀瓏回來了！
🎫 票券現正熱賣中 ➪ https://str.network/TNNSHYT
🔔 訂閱活動最新消息 ➪ https://str.network/rntnns

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜主唱｜吉尼丁 @jinnyding0106 
｜作詞｜老Ｋ @ThatsOldKay 
｜作曲｜吉尼丁 @jinnyding0106 、DJ Hauer @hauerhsieh 
｜編曲｜吉尼丁 @jinnyding0106  、DJ Hauer  @hauerhsieh 
｜混音｜DJ Hauer @hauerhsieh 
｜演出｜賀瓏、吉尼丁、老K、德礎

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:44Z,690308,991
【#賀瓏夜夜秀】薩小舞台：壯壯,A883vWTshI8,"時間管理大師

《#賀瓏夜夜秀》夜夜秀回來了，賀瓏回來了！
🎫 票券現正熱賣中 ➪ https://str.network/TNNSHYT
🔔 訂閱活動最新消息 ➪ https://str.network/rntnns

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏 
｜製作人｜潘瑋翔 Hawkins
｜編劇｜壯壯 @strong.strong 
｜演員｜賀瓏
｜來賓｜壯壯 @strong.strong 
｜剪接｜卜帆
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:50Z,322795,627
【#賀瓏夜夜秀】白瑜、簡少年 的東西方命理通靈之戰！｜@nasca88  @iletyou888,-r8CGDsawi8,"屬雞的小心了

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

✯ 白瑜的全方位占星學 ✯
☽ 10小時、79單元的課程內容帶你全方位解讀自我星盤
☽ 學會合盤進階技巧，理解與他人的關係與未來走向
☽ 透析流年流月的觀測，理解行星動態變化與個人運勢的關係
☽ 流年表格、占星公式，讓占星學成為實用的人生決策工具

👉 限時低於4折，越早買越划算！
👉 結帳輸入折扣碼「hello300」即可再折300元！
🔎 https://hi.sat.cool/elS8S

｜導演｜賀瓏 
｜製作人｜潘瑋翔
｜編劇｜東區德
｜演員｜賀瓏、Albee 
｜來賓｜簡少年、白瑜 
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:55:56Z,670153,1024
【#賀瓏夜夜秀】#酸民百萬富翁｜酷炫 @bored_raccoon_kevin,ntoxay-YM2g,"某某真的超低能看到必轉台根本瘋子
⠀
歐洲最熱銷的德國 Emma 床墊 🛏️
提供 100 天免費試睡
全球累計賣出超過 600 萬張
\ 全台免運費、免費到府安裝 /
⠀
現在 Emma 官網還有黑五 5 折優惠
用折扣碼【 nightnightshow 】額外再 9 折，還不快下單🛒
立即下單 👉🏻 https://links.emma-sleep.com.tw/nightnightshow
⠀
#Emma床墊 #喚醒最好的自己 #emma床墊100日試睡 #德國Emma
⠀
｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt
⠀
｜導演｜賀瓏 
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏
｜來賓｜ 酷炫
｜剪輯｜ 強尼
｜動畫製作｜強尼
｜妝髮｜黑占寶號
⠀
-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜
-----
▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:56:02Z,715410,461
【#賀瓏夜夜秀】11/18 新聞亂報 EP3｜沒想到有今天吧,--ohf-4sRu8,"1.9%＞6％

﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 德國 Emma 床墊 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
歐洲最熱銷的德國 Emma 床墊 🛏️
提供 100 天免費試睡
全球累計賣出超過 600 萬張
\ 全台免運費、免費到府安裝 /
⠀
現在 Emma 官網還有黑五 5 折優惠
用折扣碼【 nightnightshow 】額外再 9 折，還不快下單🛒
立即下單 👉🏻 https://links.emma-sleep.com.tw/nightnightshow

#Emma床墊 #喚醒最好的自己 #emma床墊100日試睡 #德國Emma

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、東區德、藍恩、品喬
｜演員｜賀瓏、Albee
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:56:09Z,830043,998
【#賀瓏夜夜秀】大巨蛋讚頌者｜吉尼丁 @jinnyding0106,m_iLPJMgLLI,"台北的驕傲大巨蛋，人民最缺的一顆蛋。

｜✨臺北喜劇節 演出資訊📄｜
▌節目搶先看 ➪ https://str.network/comedyfestival

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜演員｜吉尼丁、賀瓏、藍恩、德礎
｜剪輯｜強尼
｜妝髮｜黑占寶號

音樂製作
｜演唱｜吉尼丁
｜作詞｜老K @ThatsOldKay  、DJ Hauer @hauerhsieh 
｜作曲｜吉尼丁
｜編曲｜吉尼丁 、DJ Hauer
｜混音｜DJ Hauer
｜合音｜DJ Hauer

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:56:14Z,395100,547
【#賀瓏夜夜秀】高嘉瑜 唱歌是為了認知作戰,HAFCGFTHPCg,"高嘉瑜封麥之前最後的演唱會

本集演唱會錄製時間｜2023/11/18（六）
⠀
｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、Albee
｜來賓｜高嘉瑜
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:56:47Z,670368,1689
【#賀瓏夜夜秀】欸！大麻,u4CsD_nzcEA,"Dcard 的免費仔們請不要退訂我。
⠀
｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF
⠀
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt
⠀
｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、東區德、藍恩、品喬
｜研究員｜陳庠佑、周孟璇
｜演員｜賀瓏
｜剪輯｜卜帆
｜妝髮｜黑占寶號
⠀
-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:56:53Z,2031259,1447
【#賀瓏夜夜秀】#酸民百萬富翁｜高嘉瑜,RKVNrqvXGcs,"裝神弄鬼，胡說八道，某某不覺得自己說謊？
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏ 
本集節目由 犀牛盾 贊助播出 
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋ 
犀牛盾 GRIP O MagSafe 兼容系列
擁有獨家專利結構，能夠快速開啟和展開

藉由獨特的磁吸技術使 MagSafe 磁吸力
達蘋果手機原廠 2 倍確保支架牢固吸附
大幅降低手機掉落的風險
集結了輕巧與多功能於一身🤳

犀牛盾提供豐富的手機防護周邊可以挑選
現在選購犀牛盾手機殼可享保護貼最低 3.5 折的優惠
歡迎點選下方資訊欄到官方網站逛逛 🛒
https://url.rhinoshield.tw/str-hello-night2show 

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF
⠀
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
🐡 喬瑟夫 2023 《#河豚》單口喜劇巡迴
首月優惠只要 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、Albee
｜來賓｜高嘉瑜
｜剪輯｜強尼
｜動畫製作｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:00Z,763796,1016
【#賀瓏夜夜秀】11/25 新聞亂報 EP4｜你也可以不同意啊,wb9jYFbSjO4,"2538 😑
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 德國 Emma 床墊 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
歐洲最熱銷的德國Emma
床墊提供100天免費試睡
全台免運費、免費到府安裝
Emma官網黑五折扣，購買床墊+記憶枕直接下殺5折！
折扣碼【 nightnightshow 】額外再9折
立即下單 👉🏻 https://links.emma-sleep.com.tw/nightnightshow

#Emma床墊 #喚醒最好的自己
#emma床墊100日試睡#德國Emma

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF
⠀
▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、東區德、藍恩、品喬
｜演員｜賀瓏、Albee
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-11-26T12:13:17Z,908361,1470
【#賀瓏夜夜秀】吳欣岱 煎魚料理小教室,YM7IJWZvVaA,"港湖區的好料理（？）

｜✨臺北喜劇節 演出資訊📄｜
▌節目搶先看 ➪ https://str.network/comedyfestival

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF

▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏 
｜製作人｜潘瑋翔 
｜編劇｜賀瓏
｜演員｜賀瓏
｜來賓｜吳欣岱
｜剪輯｜卜帆
｜妝髮｜黑占寶號

VCR
｜導演｜賈立傑 
｜製作人｜陳奕瑋 
｜執行製作｜黃子綾
｜編劇｜賀瓏 

｜攝影｜賈立傑、康家維、連冠宏
｜剪輯｜賈立傑
｜演出｜賀瓏、吳欣岱

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:10Z,367834,890
【#賀瓏夜夜秀】政黨不分區立法委員饒舌歌,RbiqmYxeVxk,"Damnnnnn！

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF

▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜藍恩、品喬 
｜演員｜賀瓏
｜來賓｜黃國昌
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:17Z,536924,590
【#賀瓏夜夜秀】薩小舞台：微笑丹尼,TJS4Yd0O-RI,"所以咧？怪我囉？

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF

▌🎤 床的世界《#G8高峰會》 
➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏 
｜製作人｜潘瑋翔 
｜編劇｜微笑丹尼 
｜演員｜賀瓏 
｜來賓｜ 微笑丹尼
｜剪輯｜ 強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:22Z,308969,562
【#賀瓏夜夜秀】欸！吹哨者,-_NQPumw450,"賴清德，你好像還欠我們一個東西耶～

｜🎪薩泰爾娛樂 近期售票演出🎪｜
▌🖐️ GIVE ME FIVE｜23位喜劇演員的拼盤秀
即將完售 ➪ https://str.network/GMF

▌🎤 床的世界《#G8高峰會》 
最後席位 ➪ https://str.network/G8YT
⠀
｜✨薩泰爾娛樂官網 近期新片✨｜
▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏 
｜製作人｜潘瑋翔 
｜編劇｜老K、德礎、東區德、藍恩、品喬 
｜研究員｜陳庠佑、周孟璇
｜演員｜賀瓏、郭家豪、陳家豪、劉家豪、葉家豪、許家豪、許家豪、張家豪、郭家豪、何家豪、楊家豪
｜剪輯｜卜帆 
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:27Z,1370725,3761
【#賀瓏夜夜秀】The DoDo Men 夜夜秀現場飛鏢盲射世界地圖｜@TheDoDoMen,YCN4N6U0GXU,"有沒有住在剛果的台灣人？喊聲一下

｜🎪薩泰爾娛樂 近期活動🎪｜
▌《賀瓏夜夜秀》最新消息
🔔 立即訂閱 ➟ https://str.network/rntnns

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版第一波預購優惠 正式開跑🔥
⚡️ 12/5 23:59 前｜演後限時優惠
只要 200 元 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏 
｜製作人｜潘瑋翔 
｜編劇｜東區德 
｜演員｜賀瓏、Albee 
｜來賓｜ The DoDo Men 
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:57:32Z,848964,647
【#賀瓏夜夜秀】薩小舞台：品賢,IlN7hEr1i1E,"公開出處比公開出櫃還難。

｜🎪薩泰爾娛樂 近期活動🎪｜
▌《賀瓏夜夜秀》最新消息
🔔 立即訂閱 ➟ https://str.network/rntnns

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版第一波預購優惠 正式開跑🔥
⚡️ 12/5 23:59 前｜演後限時優惠
只要 200 元 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
🔴 首月、團購優惠正式開跑 ➟ https://str.network/U3t33

▌喬瑟夫 2023 《#河豚》單口喜劇巡迴 🐡
首月優惠 299 元 ➪ https://str.network/fishonyt

｜導演｜賀瓏
｜製作人｜潘瑋翔 
｜編劇｜品賢
｜演員｜賀瓏 
｜來賓｜品賢
｜剪輯｜卜帆
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡  影片授權請來信：press@strnetwork.cc  ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2023-12-18T11:58:09Z,196920,442
